Category,System Model,System Mfg,Part Mfg,Comments,Part Number,Part/Item Name,Condition,Listing Type,Request Type,Price,Quantity,Listing ID (Leave Blank to Add)
"C-Arm","C-Arm","","","This medical equipment part appears to be a circuit board, with visible part numbers including ASSY 00-876786 and V095034.","00-876786","This medical equipment part appears to be a circuit board, with visible part numbers including ASSY 00-876786 and V095034.","used","For Sale","","","1",
"CT","CT","","PHILIPS","CASE DMC16 G ASSY with part number 459801247743 and serial number LFJW5521500023.. PHILIPS","459801247743","CASE DMC16 G ASSY with part number 459801247743 and serial number LFJW5521500023.. PHILIPS","used","For Sale","","","1",
"CR/PRINTER","CR/PRINTER","","KONICA","4013975 MDK332V-0 TOUCH DISPLAY. KONICA","4013975","4013975 MDK332V-0 TOUCH DISPLAY. KONICA","used","For Sale","","","1",
"CATH","CATH","","GE"," ECG data sensor cable with the part number 27567A.. GE","27567A"," ECG data sensor cable with the part number 27567A.. GE","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","5209106 GCA. HICOR","5209106","5209106 GCA. HICOR","used","For Sale","","","1",
"MRI","MRI","","GE ","SUN 5445-05 REV-64 02381988. GE CONTOUR","2381988","SUN 5445-05 REV-64 02381988. GE CONTOUR","used","For Sale","","","1",
"CATH","CATH","","GE","2345962-003 2345963-3. INNOVA 2100IQ","2345962-003","2345962-003 2345963-3. INNOVA 2100IQ","used","For Sale","","","1",
"PET/CT","PET/CT","","PHILIPS","105418-011 PWR SUPPLY DC. GEMINI TF","105418-011","105418-011 PWR SUPPLY DC. GEMINI TF","used","For Sale","","","1",
"UPS","UPS","","TOSHIBA","TOSHIBA 1600 EP Series UPS (Uninterruptible Power Supply) unit.. TOSHIBA","1600 EP Series","TOSHIBA 1600 EP Series UPS (Uninterruptible Power Supply) unit.. TOSHIBA","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","IBM DALS-3540. SIEMENS","DALS-3540","IBM DALS-3540. SIEMENS","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","451210758904. PHILIPS","451210758904","451210758904. PHILIPS","used","For Sale","","","1",
"X-RAY","X-RAY","","SIEMENS","9726316 D3. SIEMENS","9726316","9726316 D3. SIEMENS","used","For Sale","","","1",
"CT","CT","","PHILIPS","This medical equipment part is a PCB with various connectors including D-sub connectors, labeled as X16A, SPARE0, SPARE1, and MCU X16, and has a part number 14664880013.. Unknown","PCB","This medical equipment part is a PCB with various connectors including D-sub connectors, labeled as X16A, SPARE0, SPARE1, and MCU X16, and has a part number 14664880013.. Unknown","used","For Sale","","","1",
"CT","CT","","GE","5813-16-YG00 PG 52 CR-GE06-WDS-1740-Z60-M. TABLE. LIGHTPEED RT 4","5813-16-YG00","5813-16-YG00 PG 52 CR-GE06-WDS-1740-Z60-M. TABLE. LIGHTPEED RT 4","used","For Sale","","","1",
"MAMMO","MAMMO","","GE","GANTRY DISPLAY. GE","GANTRY DISPLAY","GANTRY DISPLAY. GE","used","For Sale","","","1",
"NUCLEAR","NUCLEAR","","SIEMENS","7838555 R07 8417151 R06. SYMBIAT2","7838555","7838555 R07 8417151 R06. SYMBIAT2","used","For Sale","","","1",
"X-RAY","X-RAY","","SIEMENS","aha-2940u2w 1686906-13. ICONOS R200","1686906-13","aha-2940u2w 1686906-13. ICONOS R200","used","For Sale","","","1",
"MRI","MRI","","PHILIPS","1778405 AVA-2906. PHILIPS","1778405","1778405 AVA-2906. PHILIPS","used","For Sale","","","1",
"C-Arm","C-Arm","","","  a surge suppression circuit board with part number *SFO-4905AB06ZD*.","SFO-4905AB06ZD","  a surge suppression circuit board with part number *SFO-4905AB06ZD*.","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","47960 16000 FIBER OPTICAL CABLES. SIEMENS","47960","47960 16000 FIBER OPTICAL CABLES. SIEMENS","used","For Sale","","","1",
"X-Ray","X-Ray","","GE ","GE Hualun Medical System Co.ltd manual collimator, model 5129498, likely for an X-ray system.. GE Hualun Medical System Co.ltd","5129498","GE Hualun Medical System Co.ltd manual collimator, model 5129498, likely for an X-ray system.. GE Hualun Medical System Co.ltd","used","For Sale","","","1",
"CT","CT","","TOSHIBA","PX77-73102 GANTRY CONTROL RIGHT. TOSHIBA","PX77-73102","PX77-73102 GANTRY CONTROL RIGHT. TOSHIBA","used","For Sale","","","1",
"POWER SUPPLY","POWER SUPPLY","","COSEL","COSEL LEP240F power supply unit with visible connectors CN2, TB2, CN4, CN3, and part numbers C507, C508, C513.. COSEL","LEP240F","COSEL LEP240F power supply unit with visible connectors CN2, TB2, CN4, CN3, and part numbers C507, C508, C513.. COSEL","used","For Sale","","","1",
"CT","CT","","PHILIPS ","CIRSG5 HP Z840 459800848221 459800908601. PHLIPS ","459800908601","CIRSG5 HP Z840 459800848221 459800908601. PHLIPS ","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","Philips GEO Module WP, manufactured for Philips Medical Systems BV with 459800420158 MFG'S PART #: 9375-00193-410/A.. PHILIPS","459800420158","Philips GEO Module WP, manufactured for Philips Medical Systems BV with 459800420158 MFG'S PART #: 9375-00193-410/A.. PHILIPS","used","For Sale","","","1",
"X-RAY","X-RAY","","SIEMENS","LUMINOS part number 01W6 26108 and model number 01662324.. SIEMENS","1662324","LUMINOS part number 01W6 26108 and model number 01662324.. SIEMENS","used","For Sale","","","1",
"CT","CT","","","DAS Board for Toshiba Aquilion 16  with part number 10-62961-01 REV 01.","10-62961-01 ","DAS Board for Toshiba Aquilion 16  with part number 10-62961-01 REV 01.","used","For Sale","","","1",
"PET/CT","PET/CT","","SIEMENS","SIEMENS D32 CAN-ISA/D32 circuit board with part numbers K.3776.02 and 38 06 564.. SIEMENS","CAN-ISA/D32 ","SIEMENS D32 CAN-ISA/D32 circuit board with part numbers K.3776.02 and 38 06 564.. SIEMENS","used","For Sale","","","1",
"CATH","CATH","","TOSHIBA","medical equipment part with the part number PX79-35935-3 * *.. Unknown","PX79-35935-3","medical equipment part with the part number PX79-35935-3 * *.. Unknown","used","For Sale","","","1",
"CR/PRINTER","CR/PRINTER","","FUJI","113Y7012DD IMG07B. FUJI FCR","113Y7012DD","113Y7012DD IMG07B. FUJI FCR","used","For Sale","","","1",
"PET/CT","PET/CT","","PHILIPS","FA-R63P4-000/2 0647-19023 R63P4 91207/2. GEMINI TF","FA-R63P4-000","FA-R63P4-000/2 0647-19023 R63P4 91207/2. GEMINI TF","used","For Sale","","","1",
"X-RAY","X-RAY","","SIEMENS","8949588 D4. LUMINOS","8949588","8949588 D4. LUMINOS","used","For Sale","","","1",
"PET/CT","PET/CT","","GE","46-288374G2-C CFM BOARD. DLS4","46-288374G2-C","46-288374G2-C CFM BOARD. DLS4","used","For Sale","","","1",
"CT","CT","","SIEMENS","7396943 PHANTOM. SIEMENS","7396943","7396943 PHANTOM. SIEMENS","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","8720369 D03. SIEMENS","8720369","8720369 D03. SIEMENS","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","FISHER SENOSCAN HIGH RESOLUTION PADDLE. SIEMENS","","FISHER SENOSCAN HIGH RESOLUTION PADDLE. SIEMENS","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","7325371. SIEMENS","7325371","7325371. SIEMENS","used","For Sale","","","1",
"CR/PRINTER","CR/PRINTER","","FUJI","VME7-SLOT BACK-PLANE 2001-07. FUJI DRYSTAR 3000","VME7-SLOT","VME7-SLOT BACK-PLANE 2001-07. FUJI DRYSTAR 3000","used","For Sale","","","1",
"CATH","CATH","","GE","2173598-001. GE","2173598-001","2173598-001. GE","used","For Sale","","","1",
"MRI","MRI","","GE","2169136 0.5T. GE","2169136","2169136 0.5T. GE","used","For Sale","","","1",
"CATH","CATH","","","DELTA ELECTRONICS AC/DC adapter, model ADP-29EB A, and part number 74-3454-01, used for IT equipment.","ADP-29EB A,","DELTA ELECTRONICS AC/DC adapter, model ADP-29EB A, and part number 74-3454-01, used for IT equipment.","used","For Sale","","","1",
"MRI","MRI","","PHILIPS","This is a PHILIPS medical equipment part, model number 453667402661, with P/N 453567402551 REV E.. PHILIPS","453667402661","This is a PHILIPS medical equipment part, model number 453667402661, with P/N 453567402551 REV E.. PHILIPS","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","FOOT PEDAL 989600003991. PHILIPS","989600003991","FOOT PEDAL 989600003991. PHILIPS","used","For Sale","","","1",
"MRI","MRI","","HITACHI","CZ21SM-S11 MRCAM. HITACHI MRP7000","CZ21SM-S11","CZ21SM-S11 MRCAM. HITACHI MRP7000","used","For Sale","","","1",
"CATH","CATH","","GE","LEESON MOTOR K12086-11074 6484096 WITH BJ-GEAR DK-8381. GE","6484096","LEESON MOTOR K12086-11074 6484096 WITH BJ-GEAR DK-8381. GE","used","For Sale","","","1",
"CATH","CATH","","GE","2131954 MULTI AXIS CONTROL. GE","2131954","2131954 MULTI AXIS CONTROL. GE","used","For Sale","","","1",
"CT","CT","","TOSHIBA ","ANALOGIC 26661-01 REV 2 CWI-DAS CONVERTER BD. TOSHIBA DETECTOR","26661-01","ANALOGIC 26661-01 REV 2 CWI-DAS CONVERTER BD. TOSHIBA DETECTOR","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","451220400524 CUBE CVFD SW5.11.3 451217800968 . FD10 R8","451220400524","451220400524 CUBE CVFD SW5.11.3 451217800968 . FD10 R8","used","For Sale","","","1",
"MRI","MRI","","GE","This is a Trigger and Rotation Functions Board, part number 2269778 TV100GV1, possibly from a CT scanner.. GE","2269778","This is a Trigger and Rotation Functions Board, part number 2269778 TV100GV1, possibly from a CT scanner.. GE","used","For Sale","","","1",
"CT","CT","","SIEMENS","MOOG PCB, part number 6989306, revision C, likely used in an imaging system.. SIEMENS Flash","6989306","MOOG PCB, part number 6989306, revision C, likely used in an imaging system.. SIEMENS Flash","used","For Sale","","","1",
"CT","CT","","TOSHIBA","FC CARD part number PX74-09401-3.. TOSHIBA","PX74-09401-3","FC CARD part number PX74-09401-3.. TOSHIBA","used","For Sale","","","1",
"MRI","MRI","","GE","\5430000-2 GEM FLEX COIL 16-L ARRAY . MR450","5430000-2","\5430000-2 GEM FLEX COIL 16-L ARRAY . MR450","used","For Sale","","","1",
"CR/PRINTER","CR/PRINTER","","AGFA","F8.5146.1465.X SCAN IO. AGFA","F8.5146.1465.X SCAN IO","F8.5146.1465.X SCAN IO. AGFA","used","For Sale","","","1",
"CR/PRINTER","CR/PRINTER","","KODAK","8E1593 REV S. KODAK","Infinity","8E1593 REV S. KODAK","used","For Sale","","","1",
"MRI","MRI","","SIEMENS","Siemens MRI system circuit board, with visible part numbers including \UP48-100 16CH071\ . . SIEMENS","UP48-100","Siemens MRI system circuit board, with visible part numbers including \UP48-100 16CH071\ . . SIEMENS","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","452216700928 TVA. PHILIP H5000","452216700928","452216700928 TVA. PHILIP H5000","used","For Sale","","","1",
"CT","CT","","TOSHIBA","PX71-05613 YWA2969*A. TOSHIBA","PX71-05613","PX71-05613 YWA2969*A. TOSHIBA","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","3529372 CABLE. SIEMENS","3529372","3529372 CABLE. SIEMENS","used","For Sale","","","1",
"CT","CT","","SIEMENS","SIEMENS spare part with Model No. 08365962 and 08365970, and Serial No. 4352.. SIEMENS Flash","8365962","SIEMENS spare part with Model No. 08365962 and 08365970, and Serial No. 4352.. SIEMENS Flash","used","For Sale","","","1",
"X-RAY","X-RAY","","GE ","TABLE FOOT PADEL . GE PROTEUS","FOOT","TABLE FOOT PADEL . GE PROTEUS","used","For Sale","","","1",
"CATH","CATH","","GE","2320045-2 PHATOM. INNOVA 4100 DL3/RTAC3","2320045-2","2320045-2 PHATOM. INNOVA 4100 DL3/RTAC3","used","For Sale","","","1",
"CT","CT","","SIEMENS","17 80 019. SIEMENS","1780019","17 80 019. SIEMENS","used","For Sale","","","1",
"CT","CT","","PHILIPS ","178064-A DISP AP. PICKER","178064-A","178064-A DISP AP. PICKER","used","For Sale","","","1",
"CT","CT","","","SIEMENS MX8000 CT-BOX part with the part number BR718000561 N145.00.000.429.","BR718000561 ","SIEMENS MX8000 CT-BOX part with the part number BR718000561 N145.00.000.429.","used","For Sale","","","1",
"CT","CT","","GE","GE Medical Systems reconditioned CT part, likely a coolant pump or motor assembly, and it has part number DOG3PG on the barcode label.. GE","DOG3PG","GE Medical Systems reconditioned CT part, likely a coolant pump or motor assembly, and it has part number DOG3PG on the barcode label.. GE","used","For Sale","","","1",
"MRI","MRI","","PHILIPS","452211790322. PHILIPS","452211790322","452211790322. PHILIPS","used","For Sale","","","1",
"CATH","CATH","","GE","Innova 4100n unidentified medical equipment cable with part numbers 2107993 D1B1P3 and 2107993 D1B1P4 printed on the cable insulation.. GE","2107993","Innova 4100n unidentified medical equipment cable with part numbers 2107993 D1B1P3 and 2107993 D1B1P4 printed on the cable insulation.. GE","used","For Sale","","","1",
"CT","CT","","SIEMENS","7562171 7562619 POWER BOX P10F. EMOTION 6","7562171","7562171 7562619 POWER BOX P10F. EMOTION 6","used","For Sale","","","1",
"CATH","CATH","","GE","GE medical equipment display part, Item SMD 19100 G, with model number 5148720-3.. GE","5148720-3","GE medical equipment display part, Item SMD 19100 G, with model number 5148720-3.. GE","used","For Sale","","","1",
"CATH","CATH","","GE ","This Voyager UTP medical equipment part, manufactured in the UK, has a part number of 1035-01 (Local) and a version number of 49S490.. GE INNOVA","1035-01","This Voyager UTP medical equipment part, manufactured in the UK, has a part number of 1035-01 (Local) and a version number of 49S490.. GE INNOVA","used","For Sale","","","1",
"CT","CT","","TOSHIBA","27621-CJ301 BULK-2341071 CABLE. TOSHIBA","27621-CJ301","27621-CJ301 BULK-2341071 CABLE. TOSHIBA","used","For Sale","","","1",
"C-ARM","C-ARM","","SIEMENS","5646018 D30. SIREMOBILE","5646018","5646018 D30. SIREMOBILE","used","For Sale","","","1",
"TUBE","TUBE","","TOSHIBA","Varian X-Ray tube housing with the model number MCS-7078D or CXB-750D and insert serial number 89308-R7. Manufactured June 2017 with 226.160 seconds.. VARIAN","MCS-7078D ","Varian X-Ray tube housing with the model number MCS-7078D or CXB-750D and insert serial number 89308-R7. Manufactured June 2017 with 226.160 seconds.. VARIAN","used","For Sale","","","1",
"CT","CT","","PHILIPS","453567374082 VICOR V1-RU000-EWWW-01. BR40","453567374082","453567374082 VICOR V1-RU000-EWWW-01. BR40","used","For Sale","","","1",
"C-Arm","C-Arm","","","  a medical equipment circuit board with a part number GEC ND1248077 visible on a yellow label.","ND1248077","  a medical equipment circuit board with a part number GEC ND1248077 visible on a yellow label.","used","For Sale","","","1",
"X-RAY","X-RAY","","SIEMENS","7759702 D532. SIEMENS","7759702","7759702 D532. SIEMENS","used","For Sale","","","1",
"CT","CT","","GE","P9141SX-05 OVAL. GE","P9141SX-05","P9141SX-05 OVAL. GE","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","5994251 CPU BD. ARTIS FA","5994251","5994251 CPU BD. ARTIS FA","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","TRIXELL X-ray part, manufactured in February 2007, with part number 61740863.. SIEMENS ZEE","61740863","TRIXELL X-ray part, manufactured in February 2007, with part number 61740863.. SIEMENS ZEE","used","For Sale","","","1",
"CT","CT","","","  a Teal Electronics Power/Divider board, part number 0800306 REV A1, also showing the number 7107011 0021.","7107011","  a Teal Electronics Power/Divider board, part number 0800306 REV A1, also showing the number 7107011 0021.","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","451220400188 ASSY 451217800968. ALLURA 15","451220400188","451220400188 ASSY 451217800968. ALLURA 15","used","For Sale","","","1",
"MONITOR","MONITOR","","PHILIPS","FIMI LCD Monitor, model number 4553 000 08793.. FIMI","455300008793","FIMI LCD Monitor, model number 4553 000 08793.. FIMI","used","For Sale","","","1",
"MONITOR","MONITOR","","EIZO","This is an EIZO FlexScan S1921 color LCD monitor with part number 0FTD1751 and serial number 25168292.. EIZO","0FTD1751 ","This is an EIZO FlexScan S1921 color LCD monitor with part number 0FTD1751 and serial number 25168292.. EIZO","used","For Sale","","","1",
"CR/PRINTER","CR/PRINTER","","AGFA","ASTEC LPQ252  PS. AGFA","LPQ252  ","ASTEC LPQ252  PS. AGFA","used","For Sale","","","1",
"CT","CT","","SIEMENS","Siemens part, model number 10183876.. SIEMENS Flash","10183876","Siemens part, model number 10183876.. SIEMENS Flash","used","For Sale","","","1",
"CT","CT","","TOSHIBA","ASSY 3E5592. TOSHIBA","Infinity","ASSY 3E5592. TOSHIBA","used","For Sale","","","1",
"X-RAY","X-RAY","","GE ","COLLIMATOR 2261765 BY SIEMENS 5892919. GE PROTEUS","2261765","COLLIMATOR 2261765 BY SIEMENS 5892919. GE PROTEUS","used","For Sale","","","1",
"CT","CT","","PHILIPS","PC Board, assembly number 4598 002 93182 Rev A and part number 4598 003 00481 REV with serial number S144100168.. PHILIPS","459800300481","PC Board, assembly number 4598 002 93182 Rev A and part number 4598 003 00481 REV with serial number S144100168.. PHILIPS","used","For Sale","","","1",
"CATH","CATH","","TOSHIBA","This green medical equipment board contains numerous electronic components and connectors, bearing part numbers such as NX14-0013 and PX14-65471.. TOSHIBA","PX14-65471","This green medical equipment board contains numerous electronic components and connectors, bearing part numbers such as NX14-0013 and PX14-65471.. TOSHIBA","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","VLT2815  195N1040. PHILIPS","195N1040","VLT2815  195N1040. PHILIPS","used","For Sale","","","1",
"CATH","CATH","","PHILIPS ","HDD SEAGATE ST39171N. PQ2000","ST39171N","HDD SEAGATE ST39171N. PQ2000","used","For Sale","","","1",
"CT","CT","","","ACCU assembly PCB, part number 4535 670 69971, with various electrical components and connectors, including J306 and J308 connectors.","453567069971","ACCU assembly PCB, part number 4535 670 69971, with various electrical components and connectors, including J306 and J308 connectors.","used","For Sale","","","1",
"CT","CT","","TOSHIBA","SPLIT RING. AQUILION 16","SPLIT RING","SPLIT RING. AQUILION 16","used","For Sale","","","1",
"MRI","MRI","","SIEMENS","SIEMENS LVA PCA printed circuit board assembly, part number 7838555. 8417151, likely used in an MRI system.. SIEMENS","SIEMENS","SIEMENS LVA PCA printed circuit board assembly, part number 7838555. 8417151, likely used in an MRI system.. SIEMENS","used","For Sale","","","1",
