Headline,Description,Manufacturer,Model,Part Number,Price,Quantity
"405378-011 AC CHASIS. GEMINI TF","405378-011 AC CHASIS. GEMINI TF","PHILIPS","","405378-011","0","1"
"OCT1694 Octane O2 console computer for Lightspeed. Lightspeed DLS4","OCT1694 Octane O2 console computer for Lightspeed. Lightspeed DLS4","GE","","Oct1694","0","1"
"5189221-2 AMP.W/O CTRL BD. GE","5189221-2 AMP.W/O CTRL BD. GE","GE","","5189221-2","0","1"
"MO. 3203 DUMCAN ELECTRONICS. GE","MO. 3203 DUMCAN ELECTRONICS. GE","GE","","3203","0","1"
"AES50-24C POWER SUPPLY. INFX-8000C/DFP-8000A","AES50-24C POWER SUPPLY. INFX-8000C/DFP-8000A","TOSHIBA","","AES50-24C","0","1"
"BIG BORE DETECTOR MODULE. PHILIPS BIG BORE","BIG BORE DETECTOR MODULE. PHILIPS BIG BORE","PHILIPS ","","","0","1"
"900-07043  board, with part numbers X1250022 and PN 560292.","900-07043  board, with part numbers X1250022 and PN 560292.","","","900-07043","0","1"
"Cisco ISR900 Series Router, Model C921-4PLTEGB, with part number 47-105649-01 Rev F0.. CISCO","Cisco ISR900 Series Router, Model C921-4PLTEGB, with part number 47-105649-01 Rev F0.. CISCO","CISCO","","ISR900","0","1"
"4344698 A/D INTERFACE 4344680 . ACOM","4344698 A/D INTERFACE 4344680 . ACOM","SIEMENS","","4344698","0","1"
"RPS3 RECON PS DC5V. TOSHIBA","RPS3 RECON PS DC5V. TOSHIBA","TOSHIBA","","RPS3","0","1"
"TOSHIBA 1600 EP Series UPS (Uninterruptible Power Supply) unit.. TOSHIBA","TOSHIBA 1600 EP Series UPS (Uninterruptible Power Supply) unit.. TOSHIBA","TOSHIBA","","1600 EP ","0","1"
"Philips ODU Adapter RX 1.5T with part number 4522 132 13485.. PHILIPS","Philips ODU Adapter RX 1.5T with part number 4522 132 13485.. PHILIPS","PHILIPS","","452213213485","0","1"
"SIEMENS MRI system part, identified as SYNTH 3, TRANS 1, TRANS 2 and part number 7122 may be visible.. HITACHI MR7000","SIEMENS MRI system part, identified as SYNTH 3, TRANS 1, TRANS 2 and part number 7122 may be visible.. HITACHI MR7000","HITACHI","","SYNTH 3","0","1"
"The image shows a HIOKI 8808 Memory HiCorder data acquisition device.. HIOKI","The image shows a HIOKI 8808 Memory HiCorder data acquisition device.. HIOKI","SIEMENS","","HIOKI 8808 ","0","1"
"46-264640 G2-A. GE","46-264640 G2-A. GE","GE","","46-264640","0","1"
"5141979-2 RUN #1333 16CHSW CABLE. GE","5141979-2 RUN #1333 16CHSW CABLE. GE","GE","","5141979-2","0","1"
"MARTEK POWER PCB, part number 1512S12HN, with an assembly number of 453.. MARTEK POWER","MARTEK POWER PCB, part number 1512S12HN, with an assembly number of 453.. MARTEK POWER","PHILIPS","","1512S12HN","0","1"
"2194013 RF INTERFACE SCALEABLE RF. GE","2194013 RF INTERFACE SCALEABLE RF. GE","GE","","2194013","0","1"
"77595728 Polydoros 80. SIEMENS","77595728 Polydoros 80. SIEMENS","SIEMENS","","77595728","0","1"
"This PHILIPS display contains mercury and has part number MLCD18-AB. 991932051531. PHILIPS","This PHILIPS display contains mercury and has part number MLCD18-AB. 991932051531. PHILIPS","PHILIPS","","991932051531","0","1"
"TABLE BOARD 176960. ULTRAZ","TABLE BOARD 176960. ULTRAZ","PHILIPS","","176960","0","1"
"100180 DETECTOR. PHILIPS","100180 DETECTOR. PHILIPS","PHILIPS","","100180","0","1"
"453567010311 GANTRY MOTION POWER BOARD. BRILLIANCE","453567010311 GANTRY MOTION POWER BOARD. BRILLIANCE","PHILIPS","","453567010311","0","1"
"CONNER CFP2105S. GE","CONNER CFP2105S. GE","GE","","CFP2105S","0","1"
"46-232244 12II BD. GE","46-232244 12II BD. GE","GE","","46-232244","0","1"
"JWS50-24/A LAMBDA. ARTIS FA","JWS50-24/A LAMBDA. ARTIS FA","SIEMENS","","JWS50-24","0","1"
"Philips Medical CAN-PCI/331-1 card with order number K.5152.02.. PHILIPS","Philips Medical CAN-PCI/331-1 card with order number K.5152.02.. PHILIPS","PHILIPS","","CAN-PCI","0","1"
"GE PDM Bedside Dock with the reference number 2030340-002.. GE","GE PDM Bedside Dock with the reference number 2030340-002.. GE","GE","","2030340-002","0","1"
"C79454-A3002-B202 C79454A3002B202 VZ . SIEMENS","C79454-A3002-B202 C79454A3002B202 VZ . SIEMENS","SIEMENS","","C79454-A3002-B202","0","1"
"3791428 D91. COROSKOP","3791428 D91. COROSKOP","SIEMENS","","3791428","0","1"
"ANALOGIC AN7807T 5Q1FFU. TOSHIBA","ANALOGIC AN7807T 5Q1FFU. TOSHIBA","TOSHIBA","","AN7807T ","0","1"
"453567010311 453567010281 GANTRY MOTION PROCESSOR. PHILIPS BIG BORE","453567010311 453567010281 GANTRY MOTION PROCESSOR. PHILIPS BIG BORE","PHILIPS ","","453567010311","0","1"
"This is an Inertia Dynamics collimator motor, marked with part numbers 1904-0071 and 29000052.. Inertia Dynamics, INC.","This is an Inertia Dynamics collimator motor, marked with part numbers 1904-0071 and 29000052.. Inertia Dynamics, INC.","SIEMENS","","1904-0071","0","1"
"GEMINI NemaTRUE 90 Right Angle Gearhead, part number 32-418053-C421 with a 20:1 ratio.. PHILIPS","GEMINI NemaTRUE 90 Right Angle Gearhead, part number 32-418053-C421 with a 20:1 ratio.. PHILIPS","PHILIPS","","32-418053-C421","0","1"
"2160818-3 IPGII. GE CONTOUR","2160818-3 IPGII. GE CONTOUR","GE ","","2160818-3","0","1"
"2263527 2263526 OTS I/O. GE RAD","2263527 2263526 OTS I/O. GE RAD","GE ","","2263527","0","1"
"Yaskawa drive, likely used in various medical equipment applications, with a model number CIMR-VU4A0002FAA REV A.. TOSHIBA","Yaskawa drive, likely used in various medical equipment applications, with a model number CIMR-VU4A0002FAA REV A.. TOSHIBA","TOSHIBA","","CIMR-VU4A0002FAA","0","1"
"5336965 L8-18i-D 2021 NEW. GE","5336965 L8-18i-D 2021 NEW. GE","GE","","5336965","0","1"
" VICOR FlatPAC power supply, model VI-RU000-EWWW, which provides three 5V outputs at 20 Amperes each."," VICOR FlatPAC power supply, model VI-RU000-EWWW, which provides three 5V outputs at 20 Amperes each.","","","VI-RU000-EWWW","0","1"
"Infinity. AGFA","Infinity. AGFA","AGFA","","Infinity","0","1"
"2826670  CAMERA. LUMINOS","2826670  CAMERA. LUMINOS","SIEMENS","","2826670","0","1"
"2253562 H 2253563 8-SLICE DCB. LIGHTSPEED 4","2253562 H 2253563 8-SLICE DCB. LIGHTSPEED 4","GE","","2253562","0","1"
"SIEMENS D20. COMPUTER","SIEMENS D20. COMPUTER","SIEMENS","","","0","1"
"2198349C 800PL2. GE","2198349C 800PL2. GE","GE","","2198349C","0","1"
"4687539 CABLE. SIEMENS","4687539 CABLE. SIEMENS","SIEMENS","","4687539","0","1"
"00-883639-01 00-880306-04. OEC","00-883639-01 00-880306-04. OEC","GE","","00-883639-01","0","1"
"Siemens medical equipment part with a model number 10393020 and part number 07AO 944 37.. SIEMENS Flash","Siemens medical equipment part with a model number 10393020 and part number 07AO 944 37.. SIEMENS Flash","SIEMENS","","10393020","0","1"
"This circuit board features Lattice ICs, including ispLSI5512VA (110LB388 C350AA09) and has a part number of 3100334-00.. Lattice","This circuit board features Lattice ICs, including ispLSI5512VA (110LB388 C350AA09) and has a part number of 3100334-00.. Lattice","SIEMENS","","LSI5512VA","0","1"
"989601012341  452216321961 BRM CONSOLE. ELEVA MD","989601012341  452216321961 BRM CONSOLE. ELEVA MD","PHILIPS","","989601012341","0","1"
"CABLE S03. TOSHIBA","CABLE S03. TOSHIBA","TOSHIBA","","CABLE","0","1"
"GE Medical Systems video processor board, part number 46-321426 G1-G.. GE","GE Medical Systems video processor board, part number 46-321426 G1-G.. GE","GE","","46-321426","0","1"
"PHILIPS Medical Systems PC Board, assembly number 4535 670 02351 REV, part of assembly 4535 679 00591 REV B.","PHILIPS Medical Systems PC Board, assembly number 4535 670 02351 REV, part of assembly 4535 679 00591 REV B.","","","453567002351","0","1"
"RTM FOR AQUILION 64 PX74-08095-1 and 01-W1683B03M.. TOSHIBA","RTM FOR AQUILION 64 PX74-08095-1 and 01-W1683B03M.. TOSHIBA","TOSHIBA","","PX74-08095-1","0","1"
"CDAS GRADM, has part number 4522 117 9587 and RP B151517-010.. ACHIEVA 3T","CDAS GRADM, has part number 4522 117 9587 and RP B151517-010.. ACHIEVA 3T","PHILIPS","","45221179587","0","1"
"950644 BRUSH. GE","950644 BRUSH. GE","GE","","950644","0","1"
"3064110 VF1204S LUST PS. EMOTION DUO","3064110 VF1204S LUST PS. EMOTION DUO","SIEMENS","","3064110","0","1"
"This is an EIZO RadiForce MX194 19-inch class color LCD monitor with part number 0FTD2321.. Siemens Ysio","This is an EIZO RadiForce MX194 19-inch class color LCD monitor with part number 0FTD2321.. Siemens Ysio","SIEMENS","","0FTD2321","0","1"
"10161600 COOLING CONTROL. ARTIS ZEE","10161600 COOLING CONTROL. ARTIS ZEE","SIEMENS","","10161600","0","1"
"ST317418N PLUS 4. SEAGATE","ST317418N PLUS 4. SEAGATE","SIEMENS","","ST317418N","0","1"
"CPU03A 113Y0975. FUJI","CPU03A 113Y0975. FUJI","FUJI","","CPU03A","0","1"
"GEMINI Horrigan Motion Control part, P/N HMC-GM-304 with Philips P/N 453567916141 REV B.. PHILIPS","GEMINI Horrigan Motion Control part, P/N HMC-GM-304 with Philips P/N 453567916141 REV B.. PHILIPS","PHILIPS","","453567916141","0","1"
"BSX74-1200E MCP750 RTM. TOSHIBA MULTI","BSX74-1200E MCP750 RTM. TOSHIBA MULTI","TOSHIBA ","","BSX74-1200E","0","1"
"This is a YWA3916 SENSOR2 I/F PWB, with part number PX14-65479.. TOSHIBA","This is a YWA3916 SENSOR2 I/F PWB, with part number PX14-65479.. TOSHIBA","TOSHIBA","","PX14-65479","0","1"
"DTx PN 90116-01 5300094-00 IRS Computer . SIEMENS BIO","DTx PN 90116-01 5300094-00 IRS Computer . SIEMENS BIO","SIEMENS","","5300094","0","1"
" CRYOGEN MONITOR / METER part number 46-271211P1.. GE"," CRYOGEN MONITOR / METER part number 46-271211P1.. GE","GE","","46-281811P1","0","1"
"451210805242. PHILIP H5000","451210805242. PHILIP H5000","PHILIPS","","451210805242","0","1"
"3099525 D2. SIREMOBILE","3099525 D2. SIREMOBILE","SIEMENS","","3099525","0","1"
"CZJL-S10 MRELSW. HITACHI MRP7000","CZJL-S10 MRELSW. HITACHI MRP7000","HITACHI","","CZJL-S10","0","1"
"GCB60-BX REV B1 IN 10249295 ACS3 10151217 DTX PN 90082. BIOGRAPH","GCB60-BX REV B1 IN 10249295 ACS3 10151217 DTX PN 90082. BIOGRAPH","SIEMENS","","GCB60-BX","0","1"
"circuit board with part numbers such as PX79-45402 E, NX77-0087, NX77-0088, DC70204, and FPGA DC70204* visible on the board.. Unknown","circuit board with part numbers such as PX79-45402 E, NX77-0087, NX77-0088, DC70204, and FPGA DC70204* visible on the board.. Unknown","TOSHIBA","","PX79-45402","0","1"
"\UF25GC12 10\ \  FAN\  . PHILIPS","\UF25GC12 10\ \  FAN\  . PHILIPS","PHILIPS","","UF25GC12","0","1"
"1673735 D16. SIEMENS","1673735 D16. SIEMENS","SIEMENS","","1673735","0","1"
"6452192/05 D207 BD. SIEMENS","6452192/05 D207 BD. SIEMENS","SIEMENS","","6452192","0","1"
"This is a Rittal RiCool Blower, part number 3344012, used for cooling purposes in an unspecified piece of medical equipment.. GE","This is a Rittal RiCool Blower, part number 3344012, used for cooling purposes in an unspecified piece of medical equipment.. GE","GE","","3344012","0","1"
"2385942 REV 01. GE ADVANTIX","2385942 REV 01. GE ADVANTIX","GE ","","2385942","0","1"
"7325355 IMPAC MASTER. ARTIS ZEE","7325355 IMPAC MASTER. ARTIS ZEE","SIEMENS","","7325355","0","1"
"This is an ADVANCED MOTION CONTROLS DIGIFLEX Digital Servo Drive with various ports for ADDRESS/BAUD, COMM, I/O, FEEDBACK, and AUX ENCODER.","This is an ADVANCED MOTION CONTROLS DIGIFLEX Digital Servo Drive with various ports for ADDRESS/BAUD, COMM, I/O, FEEDBACK, and AUX ENCODER.","","","ADVANCED","0","1"
"VI-RUTTO-EVVU VICOR POWER SUPPLY. PHILIPS BIG BORE","VI-RUTTO-EVVU VICOR POWER SUPPLY. PHILIPS BIG BORE","PHILIPS ","","VI-RUTTO-EVVU","0","1"
"46-328540G1 0.5T SURFACE COIL. GE","46-328540G1 0.5T SURFACE COIL. GE","GE","","46-328540G1","0","1"
"SOUND BOX WHITE PLASTIC BY SCAN SOUND. HDE","SOUND BOX WHITE PLASTIC BY SCAN SOUND. HDE","GE","","","0","1"
"Philips medical equipment part with model number 4522 163 19934, serial number 2836974, and other part number 14120741.. PHILIPS","Philips medical equipment part with model number 4522 163 19934, serial number 2836974, and other part number 14120741.. PHILIPS","PHILIPS","","452216319934","0","1"
"Siemens Healthcare service logistics master data shipment, including the order number SAP P41 CS ML and the delivery note SAP P41 CS ML.. SIEMENS","Siemens Healthcare service logistics master data shipment, including the order number SAP P41 CS ML and the delivery note SAP P41 CS ML.. SIEMENS","SIEMENS","","SAPP41CSML","0","1"
"Pulsemaster board Pulsemaster board 452212702558(452210532683). PHILIPS","Pulsemaster board Pulsemaster board 452212702558(452210532683). PHILIPS","PHILIPS","","452212702558","0","1"
"REV 2. GE","REV 2. GE","GE","","","0","1"
"GE Medical Systems part, possibly a power supply unit with a 250V 2.5A fuse and part number D0CAHP.. GE","GE Medical Systems part, possibly a power supply unit with a 250V 2.5A fuse and part number D0CAHP.. GE","GE","","D0CAHP","0","1"
"Systium Technologies component with Model Number 545 and Serial Number 54500011228.. SYSTIUM TECHNOLOGIES","Systium Technologies component with Model Number 545 and Serial Number 54500011228.. SYSTIUM TECHNOLOGIES","SIEMENS","","545","0","1"
"10-39275 ANALOGIC. TOSHIBA","10-39275 ANALOGIC. TOSHIBA","TOSHIBA","","10-39275","0","1"
"ADVANCED MOTION CONTROLS DIGIFLEX Digital Servo Amplifier with part number PN:5440906.. GE PROTEUS","ADVANCED MOTION CONTROLS DIGIFLEX Digital Servo Amplifier with part number PN:5440906.. GE PROTEUS","GE ","","5440906","0","1"
"5408860 DLS Xelaris xw5000. DLS4","5408860 DLS Xelaris xw5000. DLS4","GE","","5408860","0","1"
"ASY 2958873 2956881 02. SIEMENS","ASY 2958873 2956881 02. SIEMENS","SIEMENS","","2958873","0","1"
"TDK-Lambda NV-Power NV-350 power supply with product code K30017F and part number NV3SIS24.1B15.1_15.1DB15.1_5.25DB.. SIEMENS FLASH","TDK-Lambda NV-Power NV-350 power supply with product code K30017F and part number NV3SIS24.1B15.1_15.1DB15.1_5.25DB.. SIEMENS FLASH","SIEMENS","","NV-350","0","1"
"2368697-3 CT-GRE USA HP XW 8000. LIGHTPEED RT 4","2368697-3 CT-GRE USA HP XW 8000. LIGHTPEED RT 4","GE","","2368697-3","0","1"
"This Siemens circuit board includes the part number 047 95-659 P902.","This Siemens circuit board includes the part number 047 95-659 P902.","","","047 95-659","0","1"
"GROSCHOPP motor part, identified by part number 4522 128 06613, potentially used in Philips Medical Systems.. PHILIPS","GROSCHOPP motor part, identified by part number 4522 128 06613, potentially used in Philips Medical Systems.. PHILIPS","PHILIPS","","GROSCHOPP","0","1"
"4016965D5 045187007C06. Konica 752","4016965D5 045187007C06. Konica 752","KONICA","","4016965D5","0","1"
"WDE4550-0003A0 HDD. FUJI","WDE4550-0003A0 HDD. FUJI","FUJI","","WDE4550-0003A0","0","1"
"ASSY 153-801 REV A. SIEMENS","ASSY 153-801 REV A. SIEMENS","SIEMENS","","153-801","0","1"
"2225681 TILT-C 2213621-003 . GE TILC","2225681 TILT-C 2213621-003 . GE TILC","GE ","","2225681","0","1"
"PX14-58140 M2. INFX-8000C/DFP-8000A","PX14-58140 M2. INFX-8000C/DFP-8000A","TOSHIBA","","PX14-58140","0","1"
"medical equipment ACCU assembly PC board with high voltage warnings and part number 4535 670 69971.","medical equipment ACCU assembly PC board with high voltage warnings and part number 4535 670 69971.","","","453567069971","0","1"
"BSX14-0953*H-02. INFX-8000C/DFP-8000A","BSX14-0953*H-02. INFX-8000C/DFP-8000A","TOSHIBA","","BSX14-0953","0","1"
"Philips medical equipment circuit board with part numbers ZA J1 014, ZA J1 296, ZA J1 223, and 4522 300 160278 9.. PHILIPS","Philips medical equipment circuit board with part numbers ZA J1 014, ZA J1 296, ZA J1 223, and 4522 300 160278 9.. PHILIPS","PHILIPS","","452230016027","0","1"
"QUANTUM PRODRIVE LPS 5/12V 330/210MA. SIEMENS","QUANTUM PRODRIVE LPS 5/12V 330/210MA. SIEMENS","SIEMENS","","PRODRIVE LPS","0","1"
"CT Workstation circuit board part with part number ASSY No. 030-1240 and barcode HPH661.. SIEMENS","CT Workstation circuit board part with part number ASSY No. 030-1240 and barcode HPH661.. SIEMENS","SIEMENS",""," 030-1240 ","0","1"
"These are ARCOTRONICS F.LL.DU.300A.074.13 capacitors with part number 051907.. ARCOTRONICS","These are ARCOTRONICS F.LL.DU.300A.074.13 capacitors with part number 051907.. ARCOTRONICS","PHILIPS","","51907","0","1"
"P9101WQ OR P9101WR MUL. GE","P9101WQ OR P9101WR MUL. GE","GE","","P9101WQ","0","1"
"SCC8 SCC9 452212702562. ALLURA 15","SCC8 SCC9 452212702562. ALLURA 15","PHILIPS","","452212702562","0","1"
"TSCONTROL 2107038 2147979-E. GE","TSCONTROL 2107038 2147979-E. GE","GE","","2107038","0","1"
"SEAGATE ST34573W. ACOM","SEAGATE ST34573W. ACOM","SIEMENS","","ST34573W","0","1"
"This is likely a SIEMENS MRI Gradient Amplifier PCB with the part number 2296122 REV.005.. SIEMENS","This is likely a SIEMENS MRI Gradient Amplifier PCB with the part number 2296122 REV.005.. SIEMENS","SIEMENS","","2296122","0","1"
"YJ4003-S10 SYN3V2 SYNTH3. HITACHI MRP7000","YJ4003-S10 SYN3V2 SYNTH3. HITACHI MRP7000","HITACHI","","YJ4003-S10","0","1"
"500/300 MA QUANTUM LIGHTNING 5/12V . SIEMENS","500/300 MA QUANTUM LIGHTNING 5/12V . SIEMENS","SIEMENS","","LIGHTNING 5/12V","0","1"
"HANDLE SWITCH N/A. SIEMENS MIRA","HANDLE SWITCH N/A. SIEMENS MIRA","SIEMENS","","HANDLE SWITCH N/A","0","1"
"This is a Siemens spare part with Model Number 08363892 and 08363983.. SIEMENS FLASH","This is a Siemens spare part with Model Number 08363892 and 08363983.. SIEMENS FLASH","SIEMENS","","8363892","0","1"
"178598 GPUC. PICKER","178598 GPUC. PICKER","PHILIPS ","","178598","0","1"
"""SAD. AIRIS II TABLE","""SAD. AIRIS II TABLE","HITACHI","","","0","1"
"P9101WM-02 ADR P9101WL-04 . GE","P9101WM-02 ADR P9101WL-04 . GE","GE","","P9101WM-02 ","0","1"
"SIEMENS medical equipment part with model number 07562171 and material number 7562171.. SIEMENS","SIEMENS medical equipment part with model number 07562171 and material number 7562171.. SIEMENS","SIEMENS","","7562171","0","1"
"GE CT HV Tank Hemit (+) part, model ZHOTEM, with a part number LR80463C.. GE","GE CT HV Tank Hemit (+) part, model ZHOTEM, with a part number LR80463C.. GE","GE","","LR80463C","0","1"
"JAN 2019 MX100 09SP 46-155400G46  X-RAY TUBE 46-155318G33 . XRd D8000","JAN 2019 MX100 09SP 46-155400G46  X-RAY TUBE 46-155318G33 . XRd D8000","GE","","46-155400","0","1"
"\3100128 POS/ENERGY PROCESSOR\ ,1010049C . SIEMENS","\3100128 POS/ENERGY PROCESSOR\ ,1010049C . SIEMENS","SIEMENS","","1010049C","0","1"
"210096CPU for  CONTOUR. GE CONTOUR","210096CPU for  CONTOUR. GE CONTOUR","GE ","","210096CPU","0","1"
"53208g-33. GE TILC","53208g-33. GE TILC","GE ","","53208","0","1"
"PLUS 4 1643118 D138. SIEMENS","PLUS 4 1643118 D138. SIEMENS","SIEMENS","","1643118","0","1"
" ACCU Assembly PC Board with part number 4535 670 69971 REV."," ACCU Assembly PC Board with part number 4535 670 69971 REV.","","","453567069971","0","1"
